QUOTE_DATE,STRIKE,TERM,PARAM_A,PARAM_B,PARAM_C,C_IV,C_DELTA,C_VEGA,∆Vt,∆St
2021-02-25,3820.0,1M,-122.0818453235222,6.027450768075742,5.285218280890795,0.2348,0.52754,4.76325,0.4000000000000057,0.0
2021-02-25,3820.0,1M,-126.50164174583767,7.231254424148183,5.371723134362057,0.23251,0.52693,4.69653,2.5700000000000074,0.0
2021-02-25,3820.0,1M,-49.307649366358746,-2.989662417832413,3.387998767270809,0.24293,0.52749,3.62654,15.230000000000004,0.0
2021-02-25,3820.0,1M,-56.96086031624802,-1.6933722035437295,3.5715227780259724,0.23884,0.52732,3.79832,-5.0,0.0
2021-02-25,3820.0,1M,-60.10351293209763,0.5368074244372346,3.4949509534998606,0.25214,0.52831,3.1623,-8.920000000000002,0.0
2021-02-25,3820.0,1M,-88.95732284756708,2.2890697982189128,4.520022145099093,0.23941,0.52785,3.44692,-19.59999999999999,0.0
2021-02-25,3820.0,1M,-114.39059163049467,6.2782951516241035,5.128715969674719,0.23654,0.52681,4.34469,-18.72999999999999,0.0
2021-02-25,3820.0,1M,-134.94412444914505,9.801543150909321,5.605808447279209,0.23562,0.52755,4.04097,-22.97,0.0
2021-02-25,3820.0,1M,-130.47018856919695,7.614762750422223,5.767241402477869,0.23697,0.52726,4.19625,0.0,0.0
2021-03-03,3820.0,1M,-137.37691111713843,9.627819080478096,5.82389840618601,0.21513,0.5035,5.31926,-6.189999999999998,0.0
2021-03-03,3820.0,1M,-130.59623674900638,8.963831156803403,5.63196414642873,0.21742,0.49958,3.70728,4.060000000000002,0.0
2021-03-03,3820.0,1M,-133.4334875198198,9.677111917235889,5.6740567723115705,0.22389,0.50073,3.8751,-5.670000000000002,0.0
2021-03-03,3820.0,1M,-167.46858889270186,10.859083063294714,6.949552135456326,0.2206,0.49757,3.25189,-42.19,0.0
2021-03-03,3820.0,1M,-162.69399344536524,10.490629747683663,6.79888543320089,0.21595,0.49912,3.53278,0.4099999999999966,0.0
2021-03-03,3820.0,1M,-164.57746704083723,8.648260261550123,7.155616132965153,0.21405,0.50123,4.33792,-6.280000000000001,0.0
2021-03-03,3820.0,1M,-153.5254444089535,-1.6056875208243142,8.009540252602157,0.21515,0.50241,4.88516,30.47,0.0
2021-03-03,3820.0,1M,-93.86354653471972,-13.715588674843548,6.877962830323076,0.21725,0.50185,4.11342,90.9,0.0
2021-03-03,3820.0,1M,-108.88300293218464,-9.625089603068632,7.008650132984439,0.2185,0.50153,4.26324,-22.53,0.0
2021-03-05,3820.0,1M,-117.54810351379943,-0.7926402076389881,6.497137414042602,0.20009,0.54876,4.10952,32.08,0.0
2021-03-05,3820.0,1M,-123.94155643731857,0.4822577123738881,6.663326547772553,0.2053,0.54912,3.52702,-8.029999999999994,0.0
2021-03-05,3820.0,1M,-124.3564694454732,1.8623981370525433,6.508748195782565,0.19793,0.54487,4.75722,0.6599999999999966,0.0
2021-03-05,3820.0,1M,-125.12976999877134,3.2347038411349143,6.3754606500849835,0.2005,0.53865,5.20722,5.700000000000003,0.0
2021-03-05,3820.0,1M,-141.33594505161105,10.524001442217816,6.434600127205526,0.20088,0.54854,4.18635,37.580000000000005,0.0
2021-03-05,3820.0,1M,-152.653063565752,14.99044239824062,6.504826322049223,0.19444,0.54775,4.47959,12.790000000000006,0.0
2021-03-08,3820.0,1M,-174.2892253916908,11.128516766122003,7.811058453539313,0.2076,0.51109,3.71201,-50.849999999999994,0.0
2021-03-08,3820.0,1M,-213.63453753520713,25.273841415283325,8.311096574577647,0.20671,0.5114,3.87959,27.72,0.0
2021-03-08,3820.0,1M,-218.7624104973024,26.9349977318977,8.406999890961231,0.21449,0.50954,3.25654,-2.9000000000000057,0.0
2021-03-08,3820.0,1M,-203.800016988961,30.945397458599018,7.247911174071494,0.2147,0.51074,3.44673,16.790000000000006,0.0
2021-03-08,3820.0,1M,-203.34019274063715,26.371360362890517,8.02933964935086,0.20152,0.51227,4.55726,73.3,0.0
2021-03-08,3820.0,1M,-209.14975359749707,25.352738421996914,8.46488911009747,0.20021,0.51355,5.02091,10.329999999999998,0.0
2021-03-08,3820.0,1M,-216.5237075637049,25.498171929767665,8.841921760027024,0.20896,0.51151,3.96096,-2.8800000000000097,0.0
2021-02-03,3825.0,1M,-276.5487954570144,73.24411014183669,2.608291627275628,0.18203,0.51972,4.42591,11.810000000000002,0.0
2021-02-03,3825.0,1M,-289.48790611710865,73.66822496187469,3.13451995923175,0.1862,0.52022,4.90408,6.739999999999995,0.0
2021-02-03,3825.0,1M,-271.9439241035021,69.10555747566605,2.9594676385954455,0.17328,0.51966,4.1277,-15.75,0.0
2021-02-03,3825.0,1M,-267.8459651292277,60.625159028691584,3.519709642269768,0.17856,0.52,4.27921,-80.6,0.0
2021-02-25,3825.0,1M,59.92998726554381,-20.22441365353978,-0.2252882407570062,0.22841,0.52125,5.27549,76.85,-96.30999999999996
2021-02-25,3825.0,1M,63.48088578484819,-21.230952547982323,-0.44440385011023,0.23125,0.52062,4.76892,-2.2700000000000102,0.0
2021-02-25,3825.0,1M,-2.1556934981184392,-10.044235503401465,0.954312829903147,0.24092,0.51887,3.63118,-11.909999999999997,0.0
2021-02-25,3825.0,1M,-4.422875079602102,-8.708079411974296,0.9076957137621798,0.23327,0.51842,3.80329,-2.0,0.0
2021-02-25,3825.0,1M,-0.5795661666297527,-8.958361930757361,0.7900342980716605,0.24911,0.51839,3.16688,-0.9399999999999976,0.0
2021-02-25,3825.0,1M,55.70154966341377,-24.961361864185587,0.42358802068295026,0.23346,0.52003,4.70192,34.95,0.0
2021-02-25,3825.0,1M,28.91258902242728,-22.558471106223568,1.2040565415974975,0.23856,0.51885,3.4514,-14.019999999999996,0.0
2021-02-25,3825.0,1M,63.87950984063559,-33.685936404484956,1.0584049048198652,0.23474,0.51958,4.35,20.53,0.0
2021-02-25,3825.0,1M,88.86653270243207,-38.171389554189204,0.5268142267036644,0.23356,0.51939,4.04602,14.86,0.0
2021-02-25,3825.0,1M,88.75635187325311,-38.02851360218732,0.4854821812847817,0.23181,0.51928,4.20088,0.0,0.0
2021-03-03,3825.0,1M,89.5302076212022,-30.5623023831744,-0.6540915073235644,0.20841,0.49588,5.31874,-37.33999999999999,0.0
2021-03-03,3825.0,1M,70.58145867715452,-26.46307110846652,-0.3177971397460838,0.21544,0.48945,3.70669,-9.950000000000005,0.0
2021-03-03,3825.0,1M,55.674491779871474,-23.378731221812483,-0.07085214214575127,0.21592,0.49012,3.87362,-14.870000000000005,0.0
2021-03-03,3825.0,1M,53.71728043188872,-22.67986587382983,-0.08231390025720915,0.22393,0.48625,3.25031,-0.4399999999999977,0.0
2021-03-03,3825.0,1M,48.07312221182877,-22.29842781026149,0.10877388952160584,0.21507,0.48792,3.53123,-5.959999999999994,0.0
2021-03-03,3825.0,1M,67.00639783585795,-28.76588211796977,0.11984582757249576,0.21703,0.49372,4.33682,24.570000000000007,0.0
2021-03-03,3825.0,1M,62.91719943570945,-27.45471630051228,0.18485899160293484,0.21421,0.49535,4.88586,-8.219999999999999,0.0
2021-03-03,3825.0,1M,69.21362933355881,-30.205982035126695,0.2786374587643675,0.20918,0.49133,4.11193,11.53,0.0
2021-03-03,3825.0,1M,70.08417473432993,-30.496538852086108,0.3035086833746417,0.21682,0.49324,4.26352,0.2300000000000039,0.0
2021-03-05,3825.0,1M,70.69342881863267,-25.261114886105304,-0.2201543602940917,0.20226,0.54195,3.96149,30.559999999999995,0.0
2021-03-05,3825.0,1M,70.67983740356108,-24.746306473900706,-0.26071166019219943,0.20209,0.53885,4.12014,4.689999999999998,0.0
2021-03-05,3825.0,1M,68.82164431778699,-28.731879146794455,0.2587905663206323,0.2033,0.54094,3.35188,-14.060000000000002,0.0
2021-03-05,3825.0,1M,79.0191020815409,-33.525124659118724,0.7716625229309542,0.20663,0.53805,3.53836,29.910000000000004,0.0
2021-03-05,3825.0,1M,85.84577839329664,-26.87694474057734,-0.17846732136004836,0.20827,0.54073,3.71294,43.760000000000005,0.0
2021-03-05,3825.0,1M,85.54380817814085,-26.38735334522771,-0.22964315088565218,0.19632,0.53617,4.7677,-3.5999999999999943,0.0
2021-03-05,3825.0,1M,89.66905865442153,-22.691238071902692,-0.9606740624367428,0.19834,0.531,5.21574,-27.120000000000005,0.0
2021-03-05,3825.0,1M,85.94780502806509,-20.127721748442962,-1.055378813864206,0.19741,0.53903,4.1966,6.639999999999986,0.0
2021-03-05,3825.0,1M,87.4829445886481,-21.007297326641474,-1.0491243203057457,0.19315,0.53865,4.49063,-10.770000000000003,0.0
2021-03-08,3825.0,1M,100.11305869795227,-21.785283716913607,-1.4327874333222315,0.20666,0.50001,3.71346,32.709999999999994,0.0
2021-03-08,3825.0,1M,91.20430314351054,-23.0580428309324,-0.8509883758980931,0.20544,0.50121,3.88113,-3.5,0.0
2021-03-08,3825.0,1M,89.03513532025947,-23.052185885374218,-0.7598005413917286,0.21214,0.49801,3.25792,1.9899999999999949,0.0
2021-03-08,3825.0,1M,66.86291534300085,-21.224582992877203,-0.017560861731265878,0.21634,0.5003,3.44781,-23.239999999999995,0.0
2021-03-08,3825.0,1M,71.1934060923468,-14.588653533152256,-1.131618548970566,0.20156,0.50363,4.55931,-3.5999999999999943,0.0
2021-03-08,3825.0,1M,68.18243138141116,-26.262042570160254,0.6543342073928516,0.20011,0.50538,5.02332,51.56999999999999,0.0
2021-03-08,3825.0,1M,70.04764880519369,-29.742687389248285,1.0543952424082417,0.20554,0.50188,3.96269,12.66000000000001,0.0
2021-02-25,3830.0,1M,-154.78508316274463,29.199626556278176,4.198228214503282,0.22888,0.51246,4.70504,-23.360000000000017,0.0
2021-02-25,3830.0,1M,-198.0141963206928,32.9456547179737,5.525736074186648,0.23879,0.50984,3.63424,-15.22,0.0
2021-02-25,3830.0,1M,-179.2876492231711,26.85958685236403,5.521848669086705,0.23262,0.50952,3.80578,-2.0,0.0
2021-02-25,3830.0,1M,-158.15092161082643,23.79372724766214,5.042156725692637,0.24968,0.5086,3.16917,-6.090000000000003,0.0
2021-02-25,3830.0,1M,-170.95325346422095,30.73088433842359,4.852964041690748,0.23535,0.50867,3.45482,-6.510000000000005,0.0
2021-02-25,3830.0,1M,-157.41695665001302,26.44347385055518,4.80864101713852,0.23047,0.51171,4.35328,5.799999999999983,0.0
2021-02-25,3830.0,1M,-167.56620031546714,27.53200956769809,5.060688342224792,0.22855,0.5106,4.0498,-12.28,0.0
2021-02-25,3830.0,1M,-160.19922713617805,24.37964253526446,5.116592684218535,0.23155,0.51084,4.20447,0.0,0.0
2021-03-03,3830.0,1M,-183.5529923580985,34.0483506999682,4.971161753860511,0.2126,0.48986,5.31765,-13.039999999999992,0.0
2021-03-03,3830.0,1M,-183.72806334804778,32.09377778986823,5.257057947368744,0.21222,0.48712,4.88314,7.799999999999997,0.0
2021-03-03,3830.0,1M,-268.480756949834,48.3033697245072,6.773433900214325,0.21362,0.47858,3.70283,-79.81,0.0
2021-03-03,3830.0,1M,-243.15690605706612,42.35425737156563,6.434540537637775,0.21968,0.48141,3.87132,11.299999999999995,0.0
2021-03-03,3830.0,1M,-232.56598520351722,39.34474569968582,6.377721166116718,0.22138,0.47523,3.24641,-5.560000000000002,0.0
2021-03-03,3830.0,1M,-224.50907503998565,37.108123274276366,6.3287003563454505,0.21289,0.47697,3.52708,0.3499999999999943,0.0
2021-03-03,3830.0,1M,-213.78303681081164,23.276913294197367,7.5827482938336175,0.21015,0.48401,4.33491,5.480000000000004,0.0
2021-03-03,3830.0,1M,-224.89707377966562,21.768144156284976,8.245577574525072,0.21435,0.48411,4.26032,-20.27000000000001,0.0
2021-03-03,3830.0,1M,-223.7807472010943,15.665958036402836,8.97882632340828,0.21385,0.48336,4.10957,0.8399999999999892,0.0
2021-03-05,3830.0,1M,-225.85880609650914,21.20903037817252,8.51043890871461,0.19625,0.53206,3.97094,20.36,0.0
2021-03-05,3830.0,1M,-227.27444535499004,21.97809845295678,8.50733924720157,0.20205,0.52961,4.1296,1.220000000000013,0.0
2021-03-05,3830.0,1M,-232.79225776725386,32.259584282021684,7.682300042301314,0.20283,0.53132,3.72163,14.510000000000003,0.0
2021-03-05,3830.0,1M,-245.2947893545546,27.863362245150277,8.928303382380724,0.20167,0.53012,3.36065,3.019999999999996,0.0
2021-03-05,3830.0,1M,-257.3548717497669,28.47292457533003,9.537955100343552,0.20578,0.52723,3.54594,-7.540000000000006,0.0
2021-03-05,3830.0,1M,-267.1084979263607,29.133023864623564,9.983337182122249,0.19541,0.52824,4.77596,-2.6000000000000085,0.0
2021-03-05,3830.0,1M,-271.04696818692463,34.00019991024523,9.546978215851938,0.19728,0.52347,5.2231,-9.379999999999995,0.0
2021-03-05,3830.0,1M,-274.04730610536114,60.408309547238794,6.278534130795957,0.20247,0.52906,4.20573,-8.559999999999988,0.0
2021-03-05,3830.0,1M,-264.27842964845667,64.18552330656799,5.367507053047619,0.19249,0.5297,4.49969,32.529999999999994,0.0
2021-03-08,3830.0,1M,-306.96025388234744,121.19550644777756,-0.01521495575436294,0.19761,0.49734,5.02372,-155.17,0.0
2021-03-08,3830.0,1M,-286.5930907440733,114.83840483528502,-0.17264344771344345,0.20308,0.48919,3.71261,15.39,0.0
2021-03-08,3830.0,1M,-275.2559516672137,109.48883046427238,-0.11726869797643422,0.20179,0.49104,3.88038,-5.409999999999997,0.0
2021-03-08,3830.0,1M,-268.93577850471496,109.21658838557076,-0.30927388493371344,0.21231,0.48817,3.44573,9.059999999999988,0.0
2021-03-08,3830.0,1M,-296.0769483142387,113.84532616966649,0.4688102936688206,0.21061,0.48609,3.25559,-14.489999999999997,0.0
2021-03-08,3830.0,1M,-290.084557703755,107.97935263598646,0.998880856449144,0.19986,0.49525,4.55874,27.86999999999999,0.0
2021-03-08,3830.0,1M,-266.05211851947587,104.8363090241699,0.589556101593466,0.20427,0.4917,3.96197,85.3,0.0
2021-02-02,3815.0,1M,-52.89354146351925,41.04241188463259,-5.57453700826093,0.18643,0.53506,3.79384,31.290000000000006,0.0
2021-02-02,3815.0,1M,-149.35470457747064,34.20690684168119,-0.28395210785456093,0.17983,0.53807,3.3481,1.1400000000000006,0.0
2021-02-02,3815.0,1M,-145.77233294565386,37.65695673875458,-0.8354877994428711,0.17648,0.54038,3.15201,3.4000000000000057,0.0
2021-02-02,3815.0,1M,-144.11062927486077,29.776899149540952,-0.08348068925246939,0.18015,0.53692,3.62112,-30.78,0.0
2021-02-02,3815.0,1M,-132.07865372664082,35.4063379452197,-1.0823408445607718,0.18951,0.53447,3.958,38.11,0.0
2021-02-02,3815.0,1M,-127.30046163451186,34.46436829667887,-1.1156737143116422,0.19613,0.53261,4.48504,5.469999999999999,0.0
2021-02-02,3815.0,1M,-130.79815568906736,22.6804755579667,0.13689102473523246,0.18751,0.53319,4.19104,-93.85,0.0
2021-02-03,3815.0,1M,-203.38450263095183,40.01639192794454,1.5734926587782871,0.19321,0.53577,5.32261,8.02000000000001,0.0
2021-02-03,3815.0,1M,-204.54851248983022,42.12302003904953,1.390862756240491,0.17877,0.54243,3.87236,-1.4500000000000028,0.0
2021-02-03,3815.0,1M,-245.71977516654414,60.63583594047999,1.285822897801741,0.17629,0.54381,3.70346,23.590000000000003,0.0
2021-02-03,3815.0,1M,-232.40666277673628,52.87091963258056,1.5684047489444823,0.16885,0.54714,3.52606,-15.950000000000005,0.0
2021-02-03,3815.0,1M,-257.8273630448057,64.30441184909763,1.4419930151691387,0.17506,0.54155,4.11056,31.09999999999999,0.0
2021-02-03,3815.0,1M,-263.13200112718386,66.62369515307608,1.4192113561324915,0.18877,0.53759,4.88921,-5.339999999999989,0.0
2021-02-03,3815.0,1M,-268.828631128943,69.69715727839478,1.3298047364811687,0.18687,0.53952,4.40979,-3.890000000000001,0.0
2021-02-25,3815.0,1M,-263.36575707289757,68.27844311588368,1.2744234309119205,0.23612,0.53408,4.75672,-16.900000000000006,0.0
2021-02-25,3815.0,1M,-248.51002764448316,65.98938812657045,0.9283228371338056,0.24518,0.53683,3.6204,-16.870000000000005,0.0
2021-02-25,3815.0,1M,-221.81782505856734,65.72317467412132,-0.05396050852359284,0.24117,0.53592,3.79119,2.5,0.0
2021-02-25,3815.0,1M,-178.74572632102283,61.00798349496679,-1.2945975814187567,0.25149,0.53805,3.15531,1.9200000000000017,0.0
2021-02-25,3815.0,1M,-92.6724468850142,55.52090932786793,-4.133713585790819,0.24519,0.53725,3.43988,30.09999999999999,0.0
2021-02-25,3815.0,1M,-112.46960036053005,60.68065508088128,-3.9337542682595776,0.23833,0.53544,4.3386,-26.700000000000017,0.0
2021-02-25,3815.0,1M,-103.84616062001281,57.41321507686607,-3.907589635704585,0.23378,0.53496,4.69012,-3.0,0.0
2021-02-25,3815.0,1M,-49.11985255634274,47.36906402296113,-4.9748453080267785,0.23737,0.53544,4.03442,39.75,0.0
2021-02-25,3815.0,1M,-42.13828362664997,46.82473394567878,-5.216059030935377,0.23231,0.53566,4.18882,0.0,0.0
2021-03-03,3815.0,1M,-35.601696158304996,39.626410450155646,-4.571674528851058,0.21227,0.51109,5.31753,6.269999999999982,0.0
2021-03-03,3815.0,1M,-34.32348648428853,39.34861164866346,-4.611216219712592,0.22464,0.50967,3.70602,-3.299999999999997,0.0
2021-03-03,3815.0,1M,-66.5115085798615,48.941548090213836,-4.465231263901864,0.22506,0.51048,3.87309,-43.639999999999986,0.0
2021-03-03,3815.0,1M,-68.46237906829982,49.14469493393986,-4.404342460217962,0.21843,0.5093,3.53109,-8.030000000000001,0.0
2021-03-03,3815.0,1M,-48.34541653988475,46.53557583117118,-4.98118811234262,0.23028,0.50875,3.25075,14.610000000000014,0.0
2021-03-03,3815.0,1M,-63.582746932378264,51.8602661931313,-5.037455594161397,0.22149,0.51096,4.33573,-33.30000000000001,0.0
2021-03-03,3815.0,1M,-129.52122008487282,68.48739207511579,-4.402142063979432,0.21997,0.51087,4.11152,-121.7,0.0
2021-03-03,3815.0,1M,-124.1721388166564,66.23599764727123,-4.356783529752788,0.22046,0.51083,4.26239,-3.5,0.0
2021-03-05,3815.0,1M,-138.84419292591926,61.796863416297036,-2.879645818015126,0.2031,0.54564,5.19647,58.75,0.0
2021-03-08,3815.0,1M,-139.9795929699638,61.343801540261616,-2.6252161531454163,0.21043,0.52156,3.70836,5.439999999999998,0.0
2021-03-08,3815.0,1M,-158.50840552515518,59.6441167831933,-1.4642547108269865,0.20868,0.52154,3.8758,-46.81,0.0
2021-03-08,3815.0,1M,-166.5601398762016,59.273387522296304,-1.0707954751075501,0.21641,0.52086,3.25285,-21.129999999999995,0.0
2021-03-08,3815.0,1M,-169.50069769448373,59.96520484464225,-1.022071243607389,0.21566,0.52144,3.44213,-12.580000000000013,0.0
2021-03-08,3815.0,1M,-170.27907288286602,64.14000851490245,-1.8149298296366767,0.20307,0.52114,4.55268,-96.0,0.0
2021-03-08,3815.0,1M,-167.46848899394914,61.87178734780351,-1.6640173134325764,0.20229,0.52147,5.01689,-3.3799999999999955,0.0
2021-01-28,3810.0,1M,-358.4645423259589,-24.96017856686047,19.205895128784455,0.21601,0.45674,3.576,-52.94,0.0
2021-01-28,3810.0,1M,-311.32816671855744,-15.828594923260859,15.860589626120507,0.20967,0.45518,3.4863,-21.230000000000004,0.0
2021-01-28,3810.0,1M,-251.31322191834735,-27.382298838716476,14.734319633184471,0.22144,0.45271,3.11152,-5.5,0.0
2021-01-28,3810.0,1M,-217.37347283163876,-37.333181641799385,14.493814991276402,0.21596,0.4595,3.74634,4.0,0.0
2021-01-28,3810.0,1M,-50.14785417825971,-91.68387729619228,14.069627845612205,0.22182,0.46578,4.14441,87.5,0.0
2021-01-28,3810.0,1M,-70.80903683951294,-84.60828968732325,14.080041566076055,0.22664,0.46852,4.29183,-6.189999999999998,0.0
2021-01-28,3810.0,1M,-124.46513675832061,-69.2108835828259,14.438643128305625,0.21744,0.4615,3.98775,-37.129999999999995,0.0
2021-02-02,3810.0,1M,-133.25915839837,-67.09828092837684,14.592254285742248,0.20466,0.53698,5.37379,0.5300000000000011,0.0
2021-02-02,3810.0,1M,-145.45328955488566,-47.92536319405766,12.383929932120564,0.20182,0.5386,4.9459,-136.52999999999997,0.0
2021-02-02,3810.0,1M,-145.8220816783994,-53.65288532133325,13.028920243013484,0.18813,0.54562,3.78227,-26.080000000000005,0.0
2021-02-02,3810.0,1M,-145.0942351138754,-48.151247427925455,12.43156739474212,0.19156,0.54473,3.94768,20.209999999999994,0.0
2021-02-02,3810.0,1M,-150.17402865163444,-31.91803847206761,10.86644736134747,0.18181,0.54782,3.61032,41.21000000000001,0.0
2021-02-02,3810.0,1M,-137.21159297218205,-40.40845080428246,11.246691770103107,0.19756,0.54103,4.47539,0.2399999999999948,0.0
2021-02-02,3810.0,1M,-130.62031536557998,-43.356321311784264,11.388422188264608,0.19403,0.54223,4.33088,31.39999999999999,0.0
2021-02-02,3810.0,1M,-136.70745415641912,-36.18708915241982,10.923594371777224,0.18979,0.54296,4.18113,33.14999999999999,0.0
2021-02-03,3810.0,1M,-143.70611684066972,-33.74109113230751,10.940156579439268,0.19468,0.54416,5.31147,2.019999999999996,0.0
2021-02-03,3810.0,1M,-123.78483434311512,-39.106762115273376,10.587844887875026,0.1906,0.54571,4.87774,-11.819999999999991,0.0
2021-02-03,3810.0,1M,-163.51053021773768,-25.17339216032547,10.880380430351746,0.1885,0.54865,4.3991,25.86999999999999,0.0
2021-02-25,3810.0,1M,-165.53397895761185,-24.394685529619323,10.862854763528766,0.23289,0.54052,5.25595,3.2900000000000205,0.0
2021-02-25,3810.0,1M,-159.3443294362395,-25.828096849289942,10.794341806503697,0.23755,0.54117,4.74909,4.200000000000017,0.0
2021-02-25,3810.0,1M,-147.2313608211124,-20.419958353208365,9.719624272052561,0.24371,0.54422,3.78351,-3.269999999999996,0.0
2021-02-25,3810.0,1M,-95.64679961443402,-23.701197094811928,7.940125736565931,0.24436,0.54534,3.61144,25.700000000000003,0.0
2021-02-25,3810.0,1M,-65.46314166210036,-11.118796276374292,4.813418106947992,0.25663,0.54744,3.14713,-5.060000000000002,0.0
2021-02-25,3810.0,1M,-31.69991322063932,-10.693845609268223,3.3951489958098606,0.24548,0.54665,3.43182,27.200000000000003,0.0
2021-02-25,3810.0,1M,-41.385202821991186,-7.467147151495565,3.384671813800434,0.23989,0.543,4.32976,-10.549999999999985,0.0
2021-02-25,3810.0,1M,-34.69722904898098,-10.337463969062027,3.4771738013720035,0.23441,0.54138,4.68205,12.599999999999994,0.0
2021-02-25,3810.0,1M,71.25410629281586,8.412297018370108,-3.5332284871395445,0.23983,0.54332,4.02642,129.5,0.0
2021-02-25,3810.0,1M,-4.594093510343973,46.033959268943796,-4.627594964639701,0.23734,0.54356,4.18069,-69.93,0.0
2021-03-03,3810.0,1M,0.6665020422016232,38.420732777248446,-3.8186668389722787,0.2135,0.51824,5.31337,22.49000000000001,0.0
2021-03-03,3810.0,1M,-8.88588873769494,40.7593536637723,-3.6427233566713677,0.22719,0.51957,3.70296,-3.629999999999995,0.0
2021-03-03,3810.0,1M,-0.6653289463408016,45.62644403859495,-4.434221564078231,0.22711,0.51948,3.86966,30.709999999999994,0.0
2021-03-03,3810.0,1M,-1.7066033986877158,50.28955216436525,-4.890270064517829,0.23195,0.51964,3.24771,13.11,0.0
2021-03-03,3810.0,1M,23.2982527539575,59.638239918409994,-6.9112580355678634,0.21916,0.52033,3.52749,86.03,0.0
2021-03-03,3810.0,1M,31.164884621096192,56.996881615797555,-6.896867079008993,0.2177,0.5191,4.33267,27.30000000000001,0.0
2021-03-03,3810.0,1M,26.671148650342413,60.54086608807089,-7.137041759230528,0.21352,0.51848,4.88054,-9.03,0.0
2021-03-03,3810.0,1M,37.04471786144486,58.46391572929613,-7.257370385915912,0.22035,0.52026,4.10829,37.55,0.0
2021-03-03,3810.0,1M,12.00101012136007,71.25916073923592,-7.659700570220919,0.21684,0.51911,4.2586,-24.299999999999997,0.0
2021-03-04,3810.0,1M,30.669939445002544,70.54087921919499,-8.797852158521923,0.20282,0.45411,5.16585,-42.42,0.0
2021-03-08,3810.0,1M,16.09751831241466,78.01552271316767,-9.000794298456176,0.21094,0.53162,3.70275,-2.6700000000000017,0.0
2021-03-08,3810.0,1M,-4.0471996444750475,96.35348162452387,-10.067824848893512,0.20979,0.53083,3.86933,42.790000000000006,0.0
2021-03-08,3810.0,1M,10.52709335335774,96.47695730549925,-10.76009223587147,0.21853,0.532,3.24667,37.93000000000001,0.0
2021-03-08,3810.0,1M,13.98161541379337,100.45703774029873,-11.347891747512344,0.22119,0.53196,3.43643,34.93000000000001,0.0
2021-03-08,3810.0,1M,15.801660149451342,99.61506455375483,-11.384767824021809,0.20501,0.53003,4.54693,-10.370000000000005,0.0
2021-03-08,3810.0,1M,7.690470839995436,103.52690186650813,-11.443861785148751,0.20376,0.52925,5.01066,-3.719999999999999,0.0
2021-03-08,3810.0,1M,22.67422288419438,101.0233129954726,-11.843620790559628,0.21281,0.53066,3.95104,34.510000000000005,0.0
2021-02-01,3800.0,1M,-193.09529157663573,94.58924424671885,-3.6099612621630506,0.23097,0.45276,4.45634,-19.30000000000001,0.0
2021-03-03,3800.0,1M,-221.78851361351101,125.36757481352022,-6.07598023830846,0.21683,0.53185,5.30121,-46.50999999999999,0.0
